"","geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"7436","g17559.t1",1106.80118840614,-0.709683813827383,0.229308868901802,-3.09488166430796,0.00196891434490053,0.0464926450679959,"7091.BGIBMGA011669-TA",6.39e-167,468,"COG0456@1|root,KOG3138@2759|Eukaryota,39N7X@33154|Opisthokonta,3BDN5@33208|Metazoa,3CV29@33213|Bilateria,41XF6@6656|Arthropoda,3SIUR@50557|Insecta,441TP@7088|Lepidoptera","33208|Metazoa","S","Acetyltransferase (GNAT) family","-","GO:0003674,GO:0003824,GO:0004402,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006464,GO:0006473,GO:0006474,GO:0006475,GO:0006807,GO:0006996,GO:0007059,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016407,GO:0016410,GO:0016569,GO:0016570,GO:0016573,GO:0016740,GO:0016746,GO:0016747,GO:0017196,GO:0018193,GO:0018205,GO:0018206,GO:0018393,GO:0018394,GO:0019538,GO:0022607,GO:0031365,GO:0031497,GO:0034212,GO:0034622,GO:0034728,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0051276,GO:0051604,GO:0061733,GO:0065003,GO:0065004,GO:0071103,GO:0071704,GO:0071824,GO:0071840,GO:1901564","2.3.1.259","ko:K21121","-","-","-","-","ko00000,ko01000,ko03036","-","-","-","Acetyltransf_1"
"7450","g17571.t1",2164.39470560239,1.75223920957032,0.547118182069398,3.20267040466965,0.00136159717915379,0.036003892230343,"225117.XP_009351381.1",7.49e-145,414,"COG4266@1|root,KOG0769@2759|Eukaryota,37KJ3@33090|Viridiplantae,3G79G@35493|Streptophyta,4JM8I@91835|fabids","33090|Viridiplantae","C","Belongs to the mitochondrial carrier (TC 2.A.29) family","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7516","g17643.t1",3.92184487392068,4.75475247039459,1.39971654336989,3.39693953959228,0.000681440212939041,0.0224718617347369,"7091.BGIBMGA011709-TA",1.41e-267,758,"KOG1479@1|root,KOG1479@2759|Eukaryota,39U8J@33154|Opisthokonta,3BDKR@33208|Metazoa,3CYZE@33213|Bilateria,41XQN@6656|Arthropoda,3SGEH@50557|Insecta,445HP@7088|Lepidoptera","33208|Metazoa","F","Nucleoside transporter","-","GO:0003674,GO:0005215,GO:0005337,GO:0005575,GO:0006810,GO:0008150,GO:0015858,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:1901264,GO:1901505,GO:1901642","-","ko:K03323","-","-","-","-","ko00000,ko02000","2.A.57.1.5","-","-","Nucleoside_tran"
"7521","g17649.t1",2091.45709120077,0.821194694032796,0.247214822665036,3.32178582651362,0.000894433203783971,0.0268003014272189,"13037.EHJ77732",0,1117,"COG0557@1|root,KOG2102@2759|Eukaryota,38DFE@33154|Opisthokonta,3BC9R@33208|Metazoa,3CRBA@33213|Bilateria,41TZ4@6656|Arthropoda,3SKSF@50557|Insecta,443MY@7088|Lepidoptera","33208|Metazoa","J","RNB","-","GO:0000175,GO:0000178,GO:0000932,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0010586,GO:0010587,GO:0016070,GO:0016072,GO:0016078,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019439,GO:0022613,GO:0032991,GO:0034470,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0035770,GO:0036464,GO:0042254,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1902494,GO:1905354,GO:1990904","-","ko:K18758","-","-","-","-","ko00000,ko01000,ko03019","-","-","-","RNB"
"7545","g17679.t1",140.768364855225,10.5281822206097,2.52951287907935,4.16213821549768,3.1528141218848e-05,0.00248970212113966,"7091.BGIBMGA011726-TA",2.1e-42,147,"2D92G@1|root,2TCM9@2759|Eukaryota,3985D@33154|Opisthokonta,3CCE7@33208|Metazoa,3DTQG@33213|Bilateria,42C6U@6656|Arthropoda,3STY4@50557|Insecta,44AAE@7088|Lepidoptera","7091.BGIBMGA011726-TA|-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7618","g17775.t1",14481.8855058941,-0.604784465587781,0.177546870450417,-3.40633695234113,0.000658408643535679,0.0219181023171497,"7091.BGIBMGA012126-TA",0,1035,"KOG3677@1|root,KOG3677@2759|Eukaryota,38IDV@33154|Opisthokonta,3BB4F@33208|Metazoa,3CVXV@33213|Bilateria,41U4V@6656|Arthropoda,3SGYX@50557|Insecta,445QV@7088|Lepidoptera","33208|Metazoa","J","component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation","-","GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005852,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576","-","ko:K15029","-","-","-","-","ko00000,ko03012","-","-","-","Paf67"
"7622","g17779.t1",85.1732034743777,-1.44039302053621,0.444588458300327,-3.23983448882786,0.00119599099503552,0.032370737403367,"13037.EHJ64978",1.5e-133,384,"2CXY4@1|root,2S0MZ@2759|Eukaryota,3A2YG@33154|Opisthokonta,3BR50@33208|Metazoa,3D7GQ@33213|Bilateria,41ZD5@6656|Arthropoda,3SMUV@50557|Insecta","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7631","g17790.t1",834.940533783018,-1.78257535100894,0.572292833350713,-3.11479586520795,0.00184072250392497,0.0446598973679554,"7091.BGIBMGA012123-TA",4.39e-203,565,"COG0031@1|root,KOG1252@2759|Eukaryota,38B7H@33154|Opisthokonta,3BBJK@33208|Metazoa,3CY68@33213|Bilateria,41TRN@6656|Arthropoda,3SGB6@50557|Insecta,44B2C@7088|Lepidoptera","33208|Metazoa","E","Pyridoxal-phosphate dependent enzyme","-","-","2.5.1.47","ko:K01738","ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230","M00021","R00897,R03601,R04859","RC00020,RC02814,RC02821","ko00000,ko00001,ko00002,ko01000","-","-","-","-"
"7639","g17798.t1",377.846430079987,-6.47502198218014,1.26266591369363,-5.12805637022308,2.92748795137199e-07,5.59930862165749e-05,"7091.BGIBMGA012033-TA",6.57e-91,272,"KOG4029@1|root,KOG4029@2759|Eukaryota,38BEK@33154|Opisthokonta,3BT6T@33208|Metazoa,3D0HY@33213|Bilateria,420T0@6656|Arthropoda,3SZJB@50557|Insecta,446X2@7088|Lepidoptera","33208|Metazoa","K","Helix-loop-helix DNA-binding domain","-","-","-","ko:K09072","-","-","-","-","ko00000,ko03000","-","-","-","-"
"7665","g17820.t1",2573.23260073031,1.87624168250929,0.511859610362542,3.66553962165598,0.000246817592934419,0.0110213178852739,"7091.BGIBMGA012060-TA",0,2333,"COG5422@1|root,KOG4305@2759|Eukaryota,39V6N@33154|Opisthokonta,3BE3D@33208|Metazoa,3CYRJ@33213|Bilateria,41TU1@6656|Arthropoda,3SIPE@50557|Insecta,44391@7088|Lepidoptera","33208|Metazoa","T","RhoGEF domain","-","GO:0000902,GO:0000904,GO:0002009,GO:0002165,GO:0003674,GO:0005085,GO:0005088,GO:0005089,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005938,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007424,GO:0007444,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008150,GO:0009605,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016043,GO:0017016,GO:0017048,GO:0019899,GO:0022008,GO:0023051,GO:0023056,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031267,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0035023,GO:0035025,GO:0035107,GO:0035114,GO:0035120,GO:0035218,GO:0035239,GO:0035277,GO:0035295,GO:0040011,GO:0042221,GO:0042330,GO:0044424,GO:0044444,GO:0044448,GO:0044464,GO:0045177,GO:0045179,GO:0046578,GO:0046579,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051056,GO:0051057,GO:0060429,GO:0060541,GO:0060562,GO:0061564,GO:0065007,GO:0065009,GO:0071840,GO:0071944,GO:0097485,GO:0098772,GO:0099568,GO:0099738,GO:0120036,GO:0120039,GO:1902531,GO:1902533","-","-","-","-","-","-","-","-","-","-","RhoGEF"
"7666","g17822.t1",177.342949199763,-2.71785932544271,0.701657523070334,-3.87348419432578,0.000107290367955424,0.00597767538793801,"13037.EHJ67219",0,3246,"KOG3516@1|root,KOG4295@1|root,KOG3516@2759|Eukaryota,KOG4295@2759|Eukaryota,39RVB@33154|Opisthokonta,3BH3I@33208|Metazoa,3D1DE@33213|Bilateria,41TE1@6656|Arthropoda,3SHYM@50557|Insecta,4448G@7088|Lepidoptera","33208|Metazoa","T","Laminin G domain","-","GO:0003008,GO:0005575,GO:0005576,GO:0007154,GO:0008150,GO:0009987,GO:0019226,GO:0023052,GO:0032501,GO:0035637,GO:0050877","-","-","-","-","-","-","-","-","-","-","Laminin_G_2"
"7706","g17861.t1",303.277952439047,-3.19405612011786,0.81925317695034,-3.89874120721472,9.66940497096987e-05,0.00569059973483379,"7091.BGIBMGA012041-TA",3.91e-304,833,"KOG3656@1|root,KOG3656@2759|Eukaryota,394WS@33154|Opisthokonta,3BD1T@33208|Metazoa,3CXAV@33213|Bilateria,41VE6@6656|Arthropoda,3SHNG@50557|Insecta,444VA@7088|Lepidoptera","33208|Metazoa","T","Serpentine type 7TM GPCR chemoreceptor Srsx","-","-","-","ko:K04209","ko04080,map04080","-","-","-","ko00000,ko00001,ko04030","-","-","-","7tm_1"
"7798","g17978.t1",1803.50477197595,-1.8822445115226,0.58785726286561,-3.20187336352243,0.00136537007406434,0.036020659701063,"13037.EHJ72885",1.51e-292,808,"COG2940@1|root,KOG2084@2759|Eukaryota,39T85@33154|Opisthokonta,3BAIZ@33208|Metazoa,3D3PG@33213|Bilateria,41V25@6656|Arthropoda,3SH7M@50557|Insecta,445S2@7088|Lepidoptera","33208|Metazoa","B","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","-","GO:0003674,GO:0005488,GO:0005515,GO:0008150,GO:0009892,GO:0010468,GO:0010605,GO:0010629,GO:0019222,GO:0019899,GO:0042826,GO:0048519,GO:0050789,GO:0060255,GO:0065007","-","-","-","-","-","-","-","-","-","-","-"
"7808","g17989.t1",249.617981617839,-1.93285126356077,0.545320825323703,-3.54442957943781,0.000393463596443648,0.0152081720574402,"7091.BGIBMGA009042-TA",1.71e-128,379,"COG1052@1|root,KOG0069@2759|Eukaryota,38CKW@33154|Opisthokonta,3BDXZ@33208|Metazoa,3D594@33213|Bilateria,41UNK@6656|Arthropoda,3SIIN@50557|Insecta","33208|Metazoa","E","Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family","-","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0016618,GO:0030267,GO:0044424,GO:0044444,GO:0044464,GO:0055114","1.1.1.79,1.1.1.81","ko:K00049","ko00260,ko00620,ko00630,ko01100,ko01110,ko01120,map00260,map00620,map00630,map01100,map01110,map01120","-","R00465,R01388,R01392,R02527","RC00031,RC00042,RC00670","ko00000,ko00001,ko01000","-","-","-","2-Hacid_dh,2-Hacid_dh_C"
"7848","g18025.t1",766.706080170808,1.14932850509514,0.367753282585711,3.12527055370953,0.00177641592313186,0.0435219164217841,"7159.AAEL001860-PA",4.13e-07,55.5,"2E81Y@1|root,2SEJM@2759|Eukaryota,3ADM2@33154|Opisthokonta,3BVKI@33208|Metazoa,3DC9U@33213|Bilateria,421SI@6656|Arthropoda,3SPUD@50557|Insecta,454KX@7147|Diptera,45J66@7148|Nematocera","33208|Metazoa","S","Coiled-coil domain containing 32","-","-","-","-","-","-","-","-","-","-","-","-","-"
"7945","g18127.t1",4442.11843304521,-1.78854967636817,0.516530802635665,-3.46261959062629,0.00053494412685112,0.0194889485706141,"7091.BGIBMGA011228-TA",0,1686,"COG1132@1|root,KOG0055@2759|Eukaryota,38E88@33154|Opisthokonta,3B958@33208|Metazoa,3CVKH@33213|Bilateria,41WNN@6656|Arthropoda,3SIMD@50557|Insecta,449MC@7088|Lepidoptera","33208|Metazoa","Q","ABC transporter transmembrane region","-","GO:0000003,GO:0001666,GO:0003008,GO:0003014,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0006928,GO:0006950,GO:0007276,GO:0008150,GO:0008354,GO:0008559,GO:0009628,GO:0009636,GO:0009987,GO:0015238,GO:0015399,GO:0015405,GO:0015562,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017085,GO:0017111,GO:0019953,GO:0022412,GO:0022414,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032501,GO:0032504,GO:0032991,GO:0036293,GO:0040011,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0042908,GO:0042910,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0044703,GO:0046903,GO:0048609,GO:0048870,GO:0050896,GO:0051179,GO:0051234,GO:0051674,GO:0051704,GO:0055085,GO:0070482,GO:0071944,GO:0097254,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351","3.6.3.44","ko:K05658","ko02010,ko04976,ko05206,ko05226,map02010,map04976,map05206,map05226","-","-","-","ko00000,ko00001,ko01000,ko02000,ko04090,ko04147","3.A.1.201","-","-","ABC_membrane,ABC_tran"
"7981","g1816.t1",726.976076072732,-3.31317999059392,1.07216110642646,-3.09018856469886,0.00200029458284117,0.0470397144112404,"7091.BGIBMGA009343-TA",0,1697,"KOG4475@1|root,KOG4475@2759|Eukaryota,39UXD@33154|Opisthokonta,3BM9C@33208|Metazoa,3DDN2@33213|Bilateria,41YIB@6656|Arthropoda,3SJ2T@50557|Insecta,444YR@7088|Lepidoptera","33208|Metazoa","T","Immunoglobulin like","-","-","-","ko:K17341","-","-","-","-","ko00000","-","-","-","I-set"
"8092","g18274.t1",92.8884789280431,-24.531853100533,3.22641250349044,-7.60344595552913,2.88347701529459e-14,2.94582373025676e-11,"13037.EHJ70465",4.81e-154,442,"2FAZJ@1|root,2TC6T@2759|Eukaryota,397M1@33154|Opisthokonta,3CBWQ@33208|Metazoa,3DT6D@33213|Bilateria,4299A@6656|Arthropoda,3SYSM@50557|Insecta,447VF@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8122","g1830.t1",4115.23422065869,-2.58119736303821,0.472155147427538,-5.46684151830486,4.58125305672294e-08,1.03087176625397e-05,"7091.BGIBMGA009363-TA",7.87e-133,385,"2F90C@1|root,2TA5G@2759|Eukaryota,3950Y@33154|Opisthokonta,3C9VI@33208|Metazoa,3DR05@33213|Bilateria,4275F@6656|Arthropoda,3STA2@50557|Insecta,442RE@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8131","g18313.t1",8.54706925506722,6.48796642503066,1.66631481883547,3.89360182823368,9.8766715366708e-05,0.00575353718552458,"7070.TC004258-PA",2.86e-119,372,"28P4Z@1|root,2QVRU@2759|Eukaryota,38G0P@33154|Opisthokonta,3BGQ6@33208|Metazoa,3CZYD@33213|Bilateria,4224W@6656|Arthropoda,3SNFM@50557|Insecta","33208|Metazoa","S","piggyBac transposable element-derived protein","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8286","g18459.t1",586.221920753629,-2.36075296845855,0.706456564180102,-3.34168169446962,0.000832724952510181,0.0255484483146264,"34740.HMEL015908-PA",3.73e-230,646,"KOG2532@1|root,KOG2532@2759|Eukaryota,38CXA@33154|Opisthokonta,3BG67@33208|Metazoa,3D1CY@33213|Bilateria,41XS1@6656|Arthropoda,3SI50@50557|Insecta,448B5@7088|Lepidoptera","33208|Metazoa","G","Major Facilitator Superfamily","-","GO:0001666,GO:0003002,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006950,GO:0007275,GO:0007389,GO:0007444,GO:0007447,GO:0007450,GO:0008150,GO:0009628,GO:0009888,GO:0009953,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0032501,GO:0032502,GO:0035220,GO:0035222,GO:0035295,GO:0036293,GO:0044425,GO:0044464,GO:0048190,GO:0048513,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0060429,GO:0070482,GO:0071944","-","-","-","-","-","-","-","-","-","-","MFS_1"
"8307","g1858.t1",17811.2645588974,2.40084052246731,0.737325442708147,3.25614767021898,0.00112934997935876,0.0313648309104811,"7091.BGIBMGA009370-TA",3.46e-222,654,"COG4886@1|root,KOG0619@2759|Eukaryota,39XNU@33154|Opisthokonta,3BMXY@33208|Metazoa,3D0K1@33213|Bilateria,41Y9A@6656|Arthropoda,3SKC5@50557|Insecta,448GP@7088|Lepidoptera","33208|Metazoa","S","Leucine rich repeat C-terminal domain","-","GO:0000902,GO:0007275,GO:0007399,GO:0008150,GO:0009653,GO:0009987,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0071840,GO:0120036,GO:0120039","-","-","-","-","-","-","-","-","-","-","LRR_8"
"8323","g1870.t1",3198.78174445241,-4.01233495711993,0.803734384219134,-4.99211559925746,5.97214911581402e-07,0.000105440589620126,"7091.BGIBMGA009377-TA",1.61e-257,712,"KOG3963@1|root,KOG3963@2759|Eukaryota,38SXZ@33154|Opisthokonta,3BC77@33208|Metazoa,3CTHK@33213|Bilateria,41WIB@6656|Arthropoda,3SJA9@50557|Insecta,444WB@7088|Lepidoptera","33208|Metazoa","T","Mab-21","-","-","-","-","-","-","-","-","-","-","-","-","Mab-21"
"8387","g1981.t1",907.87484017591,-4.01028473341174,0.921678888062174,-4.35106498082358,1.35477891174166e-05,0.00128491262736754,"34740.HMEL013511-PA",6.66e-145,461,"KOG0613@1|root,KOG0613@2759|Eukaryota,38BAS@33154|Opisthokonta,3B9IR@33208|Metazoa,3CRJW@33213|Bilateria,41YCS@6656|Arthropoda,3SGXY@50557|Insecta","33208|Metazoa","T","It is involved in the biological process described with protein phosphorylation","-","GO:0003674,GO:0003779,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0004687,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0008092,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0030016,GO:0030017,GO:0030018,GO:0030334,GO:0031674,GO:0032879,GO:0033043,GO:0036211,GO:0040012,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0044877,GO:0050789,GO:0050794,GO:0051015,GO:0051128,GO:0051270,GO:0051493,GO:0065007,GO:0071704,GO:0071840,GO:0099080,GO:0099081,GO:0099512,GO:0140096,GO:1901564,GO:2000145","-","-","-","-","-","-","-","-","-","-","I-set"
"8437","g205.t1",232.922360621171,-3.07022201478289,0.439118240071135,-6.99178885004989,2.71403147755677e-12,1.73034584646897e-09,"7091.BGIBMGA006619-TA",0,1035,"COG0733@1|root,KOG3659@2759|Eukaryota,38EMT@33154|Opisthokonta,3BA4J@33208|Metazoa,3CXF1@33213|Bilateria,41TRJ@6656|Arthropoda,3SIBN@50557|Insecta,445EU@7088|Lepidoptera","33208|Metazoa","P","Sodium:neurotransmitter symporter family","-","GO:0001504,GO:0001505,GO:0001963,GO:0003674,GO:0005215,GO:0005329,GO:0005330,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006836,GO:0006855,GO:0006873,GO:0006874,GO:0006875,GO:0007154,GO:0007267,GO:0007268,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008144,GO:0008150,GO:0008324,GO:0008344,GO:0008504,GO:0008519,GO:0009987,GO:0015075,GO:0015077,GO:0015081,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015318,GO:0015370,GO:0015672,GO:0015696,GO:0015844,GO:0015850,GO:0015872,GO:0015893,GO:0016020,GO:0016021,GO:0019725,GO:0019811,GO:0022804,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0030003,GO:0030431,GO:0030534,GO:0031224,GO:0031226,GO:0032501,GO:0034220,GO:0035725,GO:0042221,GO:0042493,GO:0042592,GO:0042745,GO:0042995,GO:0043005,GO:0043167,GO:0043169,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048511,GO:0048512,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051480,GO:0051583,GO:0051641,GO:0051649,GO:0051934,GO:0051937,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060249,GO:0065007,GO:0065008,GO:0070050,GO:0070405,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0072503,GO:0072507,GO:0090493,GO:0090494,GO:0097159,GO:0097458,GO:0098655,GO:0098657,GO:0098660,GO:0098662,GO:0098771,GO:0098810,GO:0098916,GO:0099509,GO:0099536,GO:0099537,GO:0120025,GO:1901363,GO:1901618,GO:1990834","-","ko:K05036","ko04728,ko05012,ko05030,ko05031,ko05034,map04728,map05012,map05030,map05031,map05034","-","-","-","ko00000,ko00001,ko02000","2.A.22.1.3","-","-","SNF"
"8472","g2094.t1",10427.5255337148,-2.14578218421241,0.486399104275826,-4.41156689095297,1.02625239069503e-05,0.00102411064657532,"13037.EHJ79015",0,863,"KOG0641@1|root,KOG0641@2759|Eukaryota,38EMU@33154|Opisthokonta,3BFE1@33208|Metazoa,3CSR5@33213|Bilateria,41WXI@6656|Arthropoda,3SIQ8@50557|Insecta,4490U@7088|Lepidoptera","33208|Metazoa","S","Anaphase-promoting complex subunit 4 WD40 domain","-","-","-","-","-","-","-","-","-","-","-","-","WD40"
"8582","g2198.t1",222.206417417646,-2.46132754502523,0.732836366850931,-3.35863182609481,0.000783293508064231,0.02455928304682,"7091.BGIBMGA002136-TA",0,1113,"KOG4475@1|root,KOG4475@2759|Eukaryota,3A2AW@33154|Opisthokonta,3BQR5@33208|Metazoa,3D7UD@33213|Bilateria,41ZNU@6656|Arthropoda,3SM0W@50557|Insecta,443SU@7088|Lepidoptera","33208|Metazoa","P","Laminin G domain","-","-","-","-","-","-","-","-","-","-","-","-","-"
"8589","g2203.t1",42.9727864457024,5.82467621150627,1.72204758227231,3.38241304797187,0.000718520202461108,0.0232274305449118,"7091.BGIBMGA002131-TA",0,1701,"COG0666@1|root,KOG0510@2759|Eukaryota,38G7Q@33154|Opisthokonta,3BCDU@33208|Metazoa,3D0P6@33213|Bilateria,41XIN@6656|Arthropoda,3SIF8@50557|Insecta,444IZ@7088|Lepidoptera","33208|Metazoa","S","Ion transport protein","-","GO:0001580,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006950,GO:0007154,GO:0007165,GO:0007600,GO:0007602,GO:0007606,GO:0007610,GO:0007638,GO:0008150,GO:0008324,GO:0009266,GO:0009314,GO:0009408,GO:0009416,GO:0009453,GO:0009581,GO:0009582,GO:0009583,GO:0009593,GO:0009605,GO:0009612,GO:0009628,GO:0009966,GO:0009967,GO:0009987,GO:0010378,GO:0010646,GO:0010647,GO:0015075,GO:0015085,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0016048,GO:0019233,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0023041,GO:0023051,GO:0023052,GO:0023056,GO:0030001,GO:0031224,GO:0032501,GO:0032991,GO:0033554,GO:0034220,GO:0034605,GO:0034702,GO:0034703,GO:0040011,GO:0040040,GO:0042221,GO:0042330,GO:0042331,GO:0042752,GO:0043052,GO:0044425,GO:0046873,GO:0046957,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050848,GO:0050850,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050909,GO:0050912,GO:0050913,GO:0050951,GO:0050955,GO:0050960,GO:0050961,GO:0050965,GO:0050968,GO:0051179,GO:0051234,GO:0051606,GO:0051716,GO:0052129,GO:0055085,GO:0065007,GO:0070588,GO:0070838,GO:0072511,GO:0097603,GO:0097604,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1902495,GO:1902531,GO:1902533,GO:1990351","-","ko:K04984","ko04750,map04750","-","-","-","ko00000,ko00001,ko04040","1.A.4.6.1,1.A.4.6.2,1.A.4.6.3,1.A.4.6.5","-","-","Ank_2,Ion_trans"
